id;naam_nl;naam_fr;naam_officieel;land;lastensoort;regeling;belastingtype;socialelastentype;vrijstellingstype;transactionele_basis;variabiliteitsklasse;effect;waarde;eenheid;geldig_jaar;geldig_van;geldig_tot;status;bron_url;bron_kenmerk;bronsoort;instantie;verificatiedatum;verificatie_door;aanpassingsfrequentie;ingevoerd;vervallen;gebruikt_in;afwijkend;kandidaat
p.fr.succ.abattement_niet_verwanten;Vrijstelling en tarief niet-verwanten;Abattement et taux, non-parents;Art. 777 en 788 IV CGI;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;abattement;nalatenschap;overheid_vastgesteld;verlaagt_last;;EUR en procent;2026;;;te_verifieren;;;;;;;zelden;;;cafeclaude | erfrecht-en-testament;ja;nee
p.fr.succ.abattement_per_kind;Abattement per kind per ouder;Abattement par enfant et par parent;Art. 779 I CGI;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;abattement;nalatenschap;overheid_vastgesteld;verlaagt_last;100.000 euro per kind per ouder;EUR;2026;;;vastgesteld;https://www.impots.gouv.fr/particulier/questions/je-beneficie-dun-abattement-sur-les-donations-et-successions;"impots.gouv.fr, abattements successions et donations; art. 779 I CGI";secundair: voorlichtingspagina van impots.gouv.fr, het wetsartikel niet zelf gelezen;DGFiP;2025-12-18;erf-en-schenkingsrecht-nl-fr, app.js;zelden;;;erf-en-schenkingsrecht-nl-fr | cafeclaude | erfrecht-en-testament;nee;nee
p.fr.succ.abattement_petit_enfant;Vrijstelling kleinkind;Abattement, petit-enfant;Art. 790 B CGI;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;abattement;nalatenschap;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;https://www.service-public.fr/particuliers/vosdroits/F14198;"service-public.fr, abattements sur les donations; art. 790 B CGI";nog niet geraadpleegd;DGFiP;;;zelden;;;;nee;ja
p.fr.succ.abattement_stiefkind;Vrijstelling stiefkinderen bij overlijden;Abattement pour les enfants du conjoint;;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;abattement;nalatenschap;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;;;;;;;onregelmatig;;;erfrecht-en-testament;nee;nee
p.fr.succ.adoption_simple;Barema en abattement bij adoption simple;Bareme et abattement en cas d adoption simple;Art. 786 CGI;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;abattement;nalatenschap;overheid_vastgesteld;verlaagt_last;;procent en EUR;2026;;;te_verifieren;;;;;;;zelden;;;erfrecht-en-testament;nee;nee
p.fr.succ.barema_lijn_directe;Barema successierechten in rechte lijn;Bareme des droits de succession en ligne directe;Art. 777 CGI, tableau I;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;;nalatenschap;overheid_vastgesteld;verhoogt_last;5 procent tot 8.072 euro oplopend tot 45 procent boven 1.805.677 euro;EUR en fractie;2026;;;vastgesteld;https://www.service-public.fr/particuliers/vosdroits/F35794;service-public.fr, fiche F35794;secundair: samenvattende fiche van service-public.fr, art. 777 CGI niet zelf gelezen;DGFiP;2025-07-31;erf-en-schenkingsrecht-nl-fr, app.js;zelden;;;erf-en-schenkingsrecht-nl-fr;nee;nee
p.fr.succ.hernieuwingstermijn;Hernieuwingstermijn van de schenkingsvrijstelling;Delai de rappel fiscal des donations;Art. 784 CGI;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;;nalatenschap;overheid_vastgesteld;bepaalt_toepasselijkheid;;jaren;2026;;;te_verifieren;;;;;;;zelden;;;cafeclaude;nee;nee
p.fr.succ.tarief_stiefkind;Tarief erfbelasting stiefkind;Taux applicable aux enfants du conjoint;;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;;nalatenschap;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;;;;;;;zelden;;;erfrecht-en-testament;nee;nee
p.fr.succ.vrijstelling_echtgenoot;Vrijstelling echtgenoot en PACS-partner;Exoneration du conjoint survivant et du partenaire pacse;Art. 796-0 bis CGI;FR;fiscaal;fr.succ;erf_en_schenkbelasting;;vrijstelling;nalatenschap;overheid_vastgesteld;verlaagt_last;;tekst;2026;;;te_verifieren;https://www.service-public.fr/particuliers/vosdroits/F14198;art. 796-0 bis CGI;nog niet geraadpleegd;DGFiP;;;zelden;;;;nee;ja
p.fr.telecom.max_verbrekingsvergoeding;Maximale verbrekingsvergoeding telecom;Indemnite de resiliation maximale;Art. L224-39 Code de la consommation;FR;overig_transactiekosten;fr.telecom;;;plafond;verrichting;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;;art. L224-39 Code de la consommation;secundair: wetsartikel genoemd in de brieftemplate, de tekst niet als vindplaats vastgelegd;;;;zelden;;;briefhulp-fr;nee;nee
p.fr.telecom.minimale_looptijd_binding;Minimale looptijd voor opzegging met binding;Duree minimale avant resiliation;Art. L224-28 Code de la consommation;FR;overig_transactiekosten;fr.telecom;;;;verrichting;overheid_vastgesteld;bepaalt_toepasselijkheid;;maanden;2026;;;te_verifieren;;;;;;;zelden;;;briefhulp-fr;nee;nee
p.fr.tf.revalorisation_valeurs_locatives;Jaarlijkse herwaardering van de valeur locative;Revalorisation forfaitaire des valeurs locatives;;FR;fiscaal;fr.tf;lokale_belasting;;;vermogen;overheid_vastgesteld;bepaalt_grondslag;;procent;2026;;;te_verifieren;https://www.impots.gouv.fr;DGFiP, coefficient de revalorisation forfaitaire;nog niet geraadpleegd;DGFiP;;;jaarlijks;;;;nee;ja
p.fr.tf.taxe_fonciere;Taxe fonciere;Taxe fonciere sur les proprietes baties;TFPB;FR;fiscaal;fr.tf;lokale_belasting;;;vermogen;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;https://www.service-public.fr/particuliers/vosdroits/F59;service-public.fr, taxe fonciere sur les proprietes baties;nog niet geraadpleegd;DGFiP en gemeenten;;;jaarlijks;;;;nee;ja
p.fr.th.taxe_habitation_residence_secondaire;Taxe d habitation op een tweede woning;Taxe d habitation sur les residences secondaires;THRS;FR;fiscaal;fr.th;lokale_belasting;;;vermogen;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;https://www.service-public.fr/particuliers/vosdroits/F42;service-public.fr, taxe d habitation sur les residences secondaires;nog niet geraadpleegd;DGFiP en gemeenten;;;jaarlijks;;;;nee;ja
p.fr.tva.tarief_algemeen;Btw-tarief Frankrijk, algemeen;Taux normal de TVA;Taux normal, art. 278 CGI;FR;fiscaal;fr.tva;omzetbelasting;;;omzet;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;;;;;;;zelden;2014-01-01;;Vastgoedtransactie;nee;nee
p.fr.tva.tarief_renovatie;Btw-tarief energetische renovatiewerken;Taux de TVA sur les travaux de renovation energetique;Art. 278-0 bis A CGI;FR;fiscaal;fr.tva;omzetbelasting;;;omzet;overheid_vastgesteld;verhoogt_last;;procent;2026;2025-03-01;;te_verifieren;;;;;;;onregelmatig;;;energiebesparing-subsidie-en-fiscale-regelingen | nlfr-ai-agent;nee;nee
p.fr.tva.tarif_intermediaire;Btw-tarief, tussentarief;Taux intermediaire de TVA;Art. 279 CGI;FR;fiscaal;fr.tva;omzetbelasting;;;omzet;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;https://www.impots.gouv.fr;"impots.gouv.fr, taux de TVA; art. 279 CGI";nog niet geraadpleegd;DGFiP;;;zelden;;;;nee;ja
p.fr.urssaf.drempel_chambres_hotes;Urssaf-drempel chambres d hotes;Seuil Urssaf, chambres d hotes;Seuil d affiliation, 13 procent du PASS;FR;sociaal;fr.urssaf;;zelfstandigenbijdrage;drempel;omzet;afgeleid;bepaalt_toepasselijkheid;;EUR;2025;;;te_verifieren;;;;;;;jaarlijks;;;cafeclaude;nee;nee
p.fr.urssaf.drempel_meuble_tourisme;Urssaf-drempel verhuur meuble de tourisme;Seuil Urssaf, meuble de tourisme;Seuil d affiliation, recettes brutes;FR;sociaal;fr.urssaf;;zelfstandigenbijdrage;drempel;omzet;overheid_vastgesteld;bepaalt_toepasselijkheid;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;cafeclaude;nee;nee
p.fr.vastgoed.houdbaarheidstermijn_tarieven;Eigen houdbaarheidstermijn van de tarieven in de tool;Duree de validite interne des taux;;FR;overig_transactiekosten;fr.vastgoed;;;;akte;afgeleid;informatief;;maanden;2026;;;te_verifieren;;;;;;;onbekend;;;Vastgoedtransactie;nee;nee
p.fr.vefa.tpf_tarief;Taxe de publicite fonciere bij VEFA;Taxe de publicite fonciere en VEFA;Art. 1594 F quinquies CGI;FR;fiscaal;fr.vefa;overdrachtsbelasting;;;koopsom;overheid_vastgesteld;verhoogt_last;0,715 procent, 0,70 procent basis maal 2,14 procent frais d assiette;procent;2026;2026-07-01;;vastgesteld;https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000054373998;art. 1594 F quinquies CGI en art. 1647 V-b CGI, vigerende versie sinds 1 juli 2026, gewijzigd bij decreet 2026-562 van 29 juni 2026;primair;DGFiP;2026-08-12;Vastgoedtransactie, bronnen.json;meerjaarlijks;;;Vastgoedtransactie;nee;nee
p.fr.zorg.beschermingsmaatregel_kosten;Rechterlijke beschermingsmaatregel, doorlooptijd en kosten;Mesure de protection judiciaire, delai et cout;;FR;overig_transactiekosten;fr.zorg;;;;verrichting;indicatief;verhoogt_last;;maanden en EUR;2026;;;te_verifieren;;;;;;;onbekend;;;cafeclaude;nee;nee
p.fr.zorg.mandat_protection_future_kosten;Mandat de protection future, kosten;Mandat de protection future, cout;;FR;overig_transactiekosten;fr.zorg;;;;verrichting;indicatief;verhoogt_last;;EUR;2026;;;te_verifieren;;;;;;;onbekend;;;cafeclaude;nee;nee
p.fr.zorg.teleassistentie_maandprijs;Teleassistentie, maandprijs;Teleassistance, prix mensuel;;FR;overig_transactiekosten;fr.zorg;;;;verrichting;indicatief;verhoogt_last;;EUR/maand;2026;;;te_verifieren;;;;;;;onbekend;;;cafeclaude;nee;nee
p.nl.aow.bruto_alleenstaand;AOW bruto per jaar, alleenstaand;Pension AOW brute annuelle, personne seule;AOW-bedrag alleenstaande, bruto per jaar;NL;sociaal;nl.aow;;premie_volksverzekering;;inkomen;overheid_vastgesteld;bepaalt_grondslag;;EUR/jaar;2026;;;te_verifieren;;;;;;;halfjaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.aow.bruto_partner;AOW bruto per jaar, per partner;Pension AOW brute annuelle, par partenaire;AOW-bedrag gehuwd of samenwonend, per persoon, bruto per jaar;NL;sociaal;nl.aow;;premie_volksverzekering;;inkomen;overheid_vastgesteld;bepaalt_grondslag;;EUR/jaar;2026;;;te_verifieren;;;;;;;halfjaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.box2.tarieven;Tarieven box 2;Taux box 2;Aanmerkelijk belang, tarieven en schijf;NL;fiscaal;nl.box2;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;EUR en fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, box 2;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.box3.heffingsvrij_alleenstaand;Heffingsvrij vermogen box 3, alleenstaand;Patrimoine exonere box 3, personne seule;Heffingsvrij vermogen;NL;fiscaal;nl.box3;vermogensbelasting;;vrijstelling;vermogen;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.box3.heffingsvrij_partners;Heffingsvrij vermogen box 3, partners;Patrimoine exonere box 3, couple;Heffingsvrij vermogen fiscale partners;NL;fiscaal;nl.box3;vermogensbelasting;;vrijstelling;vermogen;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.box3.rendement_beleggingen;Forfaitair rendement beleggingen;Rendement forfaitaire sur les placements;Forfaitair rendementspercentage overige bezittingen;NL;fiscaal;nl.box3;vermogensbelasting;;;vermogen;overheid_vastgesteld;bepaalt_grondslag;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.box3.rendement_schulden;Forfaitair rendement schulden;Rendement forfaitaire sur les dettes;Forfaitair rendementspercentage schulden;NL;fiscaal;nl.box3;vermogensbelasting;;;vermogen;overheid_vastgesteld;verlaagt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.box3.rendement_spaargeld;Forfaitair rendement spaargeld;Rendement forfaitaire sur l epargne;Forfaitair rendementspercentage banktegoeden;NL;fiscaal;nl.box3;vermogensbelasting;;;vermogen;overheid_vastgesteld;bepaalt_grondslag;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.box3.tarief;Tarief box 3;Taux box 3;Tarief inkomstenbelasting box 3;NL;fiscaal;nl.box3;vermogensbelasting;;;vermogen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.btw.tarieven;Btw-tarieven Nederland;Taux de TVA, Pays-Bas;Algemeen en verlaagd btw-tarief;NL;fiscaal;nl.btw;omzetbelasting;;;omzet;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, btw-tarieven;nog niet geraadpleegd;Belastingdienst;;;zelden;;;;nee;ja
p.nl.erf.tarieven;Tarieven erfbelasting;Taux des droits de succession;Tarieven erfbelasting per groep;NL;fiscaal;nl.erf;erf_en_schenkbelasting;;;nalatenschap;overheid_vastgesteld;verhoogt_last;;EUR en fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, tarieven erfbelasting;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.erf.vrijstelling_kind;Vrijstelling erfbelasting kind;Abattement, enfant;Kindvrijstelling erfbelasting;NL;fiscaal;nl.erf;erf_en_schenkbelasting;;vrijstelling;nalatenschap;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, vrijstellingen erfbelasting;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.erf.vrijstelling_partner;Vrijstelling erfbelasting partner;Abattement sur les droits de succession, partenaire;Partnervrijstelling erfbelasting;NL;fiscaal;nl.erf;erf_en_schenkbelasting;;vrijstelling;nalatenschap;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, vrijstellingen erfbelasting;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.ib.aftrektarief_hypotheekrente;Maximaal aftrektarief hypotheekrente;Taux maximal de deduction des interets;Tariefaanpassing aftrekposten;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verlaagt_last;;fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, tariefsaanpassing aftrekposten;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.ib.ak_afbouw_factor;Afbouwfactor arbeidskorting;Taux de degressivite du credit d impot sur le travail;Afbouwpercentage arbeidskorting;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.ak_afbouw_start;Startpunt afbouw arbeidskorting;Debut de la degressivite du credit d impot sur le travail;Afbouwgrens arbeidskorting;NL;fiscaal;nl.ib;inkomstenbelasting;;drempel;inkomen;overheid_vastgesteld;bepaalt_grondslag;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.algemene_heffingskorting_max;Algemene heffingskorting, maximum;Credit d impot general, maximum;Algemene heffingskorting;NL;fiscaal;nl.ib;inkomstenbelasting;;heffingskorting;inkomen;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.alleenstaande_ouderenkorting;Alleenstaande ouderenkorting;Credit d impot, personne agee seule;Alleenstaande ouderenkorting;NL;fiscaal;nl.ib;inkomstenbelasting;;heffingskorting;inkomen;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, heffingskortingen;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.ib.aow_leeftijd;AOW-leeftijd;Age de la retraite AOW;AOW-leeftijd per geboortejaar;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;bepaalt_toepasselijkheid;;jaren en maanden;2026;;;te_verifieren;https://www.svb.nl/nl/aow/aow-leeftijd;SVB, AOW-leeftijd per geboortejaar;nog niet geraadpleegd;SVB;;;jaarlijks;;;;nee;ja
p.nl.ib.arbeidskorting_max;Arbeidskorting, maximum;Credit d impot sur le travail, maximum;Arbeidskorting;NL;fiscaal;nl.ib;inkomstenbelasting;;heffingskorting;inkomen;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.eigenwoningforfait;Eigenwoningforfait;Valeur locative forfaitaire du logement;Eigenwoningforfait;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, eigenwoningforfait;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.ib.grens_schijf_1;Grens eerste schijf box 1;Limite de la premiere tranche box 1;Einde eerste schijf box 1;NL;fiscaal;nl.ib;inkomstenbelasting;;drempel;inkomen;overheid_vastgesteld;bepaalt_grondslag;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.grens_schijf_2;Grens tweede schijf box 1;Limite de la deuxieme tranche box 1;Einde tweede schijf box 1;NL;fiscaal;nl.ib;inkomstenbelasting;;drempel;inkomen;overheid_vastgesteld;bepaalt_grondslag;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.hk_afbouw_factor;Afbouwfactor algemene heffingskorting;Taux de degressivite du credit d impot general;Afbouwpercentage algemene heffingskorting;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.hk_afbouw_start;Startpunt afbouw algemene heffingskorting;Debut de la degressivite du credit d impot general;Afbouwgrens algemene heffingskorting;NL;fiscaal;nl.ib;inkomstenbelasting;;drempel;inkomen;overheid_vastgesteld;bepaalt_grondslag;;EUR;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.mkb_winstvrijstelling;MKB-winstvrijstelling;Exoneration des benefices PME;MKB-winstvrijstelling;NL;fiscaal;nl.ib;inkomstenbelasting;;vrijstelling;inkomen;overheid_vastgesteld;verlaagt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.ouderenkorting;Ouderenkorting;Credit d impot pour personnes agees;Ouderenkorting;NL;fiscaal;nl.ib;inkomstenbelasting;;heffingskorting;inkomen;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, heffingskortingen;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.ib.premie_volksverzekeringen;Premiepercentages volksverzekeringen;Taux des assurances nationales;AOW-, Anw- en Wlz-premie;NL;fiscaal;nl.ib;inkomstenbelasting;premie_volksverzekering;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, premiepercentages volksverzekeringen;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.ib.tarieven_boven_aow;Tarieven box 1 boven de AOW-leeftijd;Taux box 1 apres l age AOW;Gecombineerd tarief zonder AOW-premie;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.ib.tarieven_onder_aow;Tarieven box 1 onder de AOW-leeftijd;Taux box 1 avant l age AOW;Gecombineerd tarief inkomstenbelasting en premie volksverzekeringen;NL;fiscaal;nl.ib;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;;;;;;;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.leges.paspoort_verlengen_buitenland;Nederlands paspoort verlengen in Frankrijk;Renouvellement du passeport neerlandais en France;Consulaire leges paspoort;NL;overig_transactiekosten;nl.leges;;;;verrichting;overheid_vastgesteld;verhoogt_last;;EUR;2025;;;te_verifieren;;;;;;;jaarlijks;;;cafeclaude;nee;nee
p.nl.ovb.tarieven;Tarieven overdrachtsbelasting;Taux des droits de mutation, Pays-Bas;Overdrachtsbelasting woning en overig;NL;fiscaal;nl.ovb;overdrachtsbelasting;;;koopsom;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, overdrachtsbelasting;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.schenk.vrijstelling_jaarlijks_kind;Jaarlijkse schenkingsvrijstelling kind;Abattement annuel sur les donations, enfant;Jaarlijkse vrijstelling schenkbelasting;NL;fiscaal;nl.schenk;erf_en_schenkbelasting;;vrijstelling;schenking;overheid_vastgesteld;verlaagt_last;;EUR;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, vrijstellingen schenkbelasting;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.wlz.max_bijdrage_inkomen;Maximumbijdrage-inkomen Wlz;Revenu maximal soumis a la cotisation Wlz;Maximum bijdrage-inkomen Wlz;NL;sociaal;nl.wlz;;premie_volksverzekering;plafond;inkomen;overheid_vastgesteld;verlaagt_last;38.883 euro per jaar;EUR/jaar;2026;2026-01-01;;vastgesteld;https://www.hetcak.nl/zorgverzekering-buitenland/pensioen-uitkering/financiele-informatie/woonlandfactor-zvw-wlz-bijdragen/;Het CAK, pagina Woonlandfactor, Zvw- en Wlz-bijdragen;secundair: pagina van het CAK, de onderliggende regeling niet zelf gelezen;Het CAK;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.wlz.max_bijdrage_inkomen_voor_1946;Maximumbijdrage-inkomen Wlz, geboortejaar 1945 of eerder;Revenu maximal Wlz, nes en 1945 ou avant;Maximum bijdrage-inkomen Wlz voor geboortejaren tot en met 1945;NL;sociaal;nl.wlz;;premie_volksverzekering;plafond;inkomen;overheid_vastgesteld;verlaagt_last;41.123 euro per jaar;EUR/jaar;2026;2026-01-01;;vastgesteld;https://www.hetcak.nl/zorgverzekering-buitenland/pensioen-uitkering/financiele-informatie/woonlandfactor-zvw-wlz-bijdragen/;Het CAK, pagina Woonlandfactor, Zvw- en Wlz-bijdragen;secundair: pagina van het CAK, de onderliggende regeling niet zelf gelezen;Het CAK;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.wlz.percentage;Wlz-premiepercentage;Taux de cotisation Wlz;Premiepercentage Wet langdurige zorg;NL;sociaal;nl.wlz;;premie_volksverzekering;;inkomen;overheid_vastgesteld;verhoogt_last;9,65 procent;fractie;2026;2026-01-01;;vastgesteld;https://www.hetcak.nl/zorgverzekering-buitenland/pensioen-uitkering/financiele-informatie/woonlandfactor-zvw-wlz-bijdragen/;Het CAK, pagina Woonlandfactor, Zvw- en Wlz-bijdragen;secundair: pagina van het CAK, de onderliggende regeling niet zelf gelezen;Het CAK;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zorg.eigen_risico;Verplicht eigen risico Zvw;Franchise obligatoire de l assurance maladie;Verplicht eigen risico;NL;verzekering_overheidsgekaderd;nl.zorg;;;;polis;overheid_vastgesteld;verhoogt_last;;EUR/jaar;2026;;;te_verifieren;https://www.rijksoverheid.nl;Rijksoverheid, eigen risico zorgverzekering;nog niet geraadpleegd;Ministerie van VWS;;;jaarlijks;;;;nee;ja
p.nl.zorg.nominale_premie;Nominale zorgpremie per volwassene per jaar;Prime nominale d assurance maladie par adulte et par an;Standaardpremie Wet op de zorgtoeslag;NL;verzekering_overheidsgekaderd;nl.zorg;;;;polis;overheid_vastgesteld;verhoogt_last;2.119 euro per jaar;EUR/jaar;2026;2026-01-01;;vastgesteld;;Regeling vaststelling standaardpremie en bestuursrechtelijke premies 2026, Ministerie van VWS, in werking per 1 januari 2026;primair;Ministerie van VWS;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zorg.nominale_premie_raming;Nominale zorgpremie, raming ontwerpbegroting;Prime nominale, estimation du projet de budget;Geraamde nominale premie, ontwerpbegroting VWS;NL;verzekering_overheidsgekaderd;nl.zorg;;;;polis;overheid_vastgesteld;informatief;2.143 euro per jaar, raming;EUR/jaar;2026;;;raming;;Ontwerpbegroting VWS, september 2025;secundair: raming in een begrotingsstuk, geen vastgestelde regeling;Ministerie van VWS;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;;nee;ja
p.nl.zorgtoeslag.afbouwpercentage;Afbouwpercentage zorgtoeslag;Taux de degressivite de l allocation sante;Afbouwpercentage boven het drempelinkomen;NL;fiscaal;nl.zorgtoeslag;;;;inkomen;overheid_vastgesteld;verhoogt_last;13,73 procent;fractie;2026;2026-01-01;;vastgesteld;;Besluit percentages drempel- en toetsingsinkomen zorgtoeslag, geldend per 1 januari 2026;primair;Ministerie van VWS;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zorgtoeslag.drempelinkomen;Drempelinkomen zorgtoeslag;Revenu de seuil pour l allocation sante;Drempelinkomen zorgtoeslag;NL;fiscaal;nl.zorgtoeslag;;;drempel;inkomen;overheid_vastgesteld;bepaalt_grondslag;29.736 euro per jaar;EUR/jaar;2026;2026-01-01;;vastgesteld;;Besluit percentages drempel- en toetsingsinkomen zorgtoeslag, geldend per 1 januari 2026;primair;Ministerie van VWS en Belastingdienst Toeslagen;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zorgtoeslag.normpercentage_met_partner;Normpercentage zorgtoeslag met partner;Taux normatif avec partenaire;Normpercentage drempelinkomen, met toeslagpartner;NL;fiscaal;nl.zorgtoeslag;;;;inkomen;overheid_vastgesteld;verlaagt_last;4,289 procent;fractie;2026;2026-01-01;;vastgesteld;;Besluit percentages drempel- en toetsingsinkomen zorgtoeslag, geldend per 1 januari 2026;primair;Ministerie van VWS;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
